id,email,day,month,year,season,outsideTemprature,outsidePressure,outsideHumidity,outsidePrecip,roomTemprature
74,asmither21@jimdo.com,5,12,2014,4,43,30,30,115,76
75,gmacanellye22@weebly.com,5,11,2005,4,45,32,31,70,74
76,bcrudge23@woothemes.com,7,11,2010,4,45,29,36,116,74
77,dhaggidon24@facebook.com,8,10,2012,4,40,28,38,126,75
78,bcastanyer25@shutterfly.com,15,11,2012,4,58,29,33,79,73
79,ljaskiewicz26@g.co,30,11,2004,4,48,28,39,88,74
80,gjurek27@microsoft.com,16,12,2019,4,26,29,37,101,73
81,jtolhurst28@yale.edu,30,12,2002,4,49,28,38,124,75
82,ycarberry29@scientificamerican.com,18,12,2002,4,36,31,40,118,72
83,ngarci2a@ca.gov,12,12,2014,4,43,30,40,105,75
84,rbasil2b@people.com.cn,23,12,2003,4,40,30,38,105,73
85,fbrunton2c@github.io,20,12,2008,4,42,31,35,123,73
86,charbron2d@marketwatch.com,21,10,2017,4,38,32,31,91,73
87,dcuolahan2e@diigo.com,1,12,2000,4,33,28,33,126,73
88,cdudliston2f@independent.co.uk,20,10,2019,4,26,29,34,84,75
89,adresche2g@nbcnews.com,22,12,2010,4,33,32,32,80,73
90,hcritchard2h@statcounter.com,22,12,2008,4,47,30,35,117,75
91,jrusbridge2i@tamu.edu,11,12,2016,4,41,30,32,121,73
92,abarrowclough2j@blogs.com,26,12,2000,4,42,28,31,100,75
93,pmccane2k@va.gov,19,11,2017,4,54,32,31,96,75
94,cgounel2l@tamu.edu,9,10,2013,4,59,30,32,107,72
95,mcapun2m@geocities.com,18,12,2006,4,45,31,34,62,75
96,edeathe2n@tiny.cc,30,12,2017,4,28,28,36,119,73
97,afillis2o@delicious.com,20,12,2002,4,40,29,31,97,76
98,bmarchetti2p@army.mil,24,12,2011,4,39,29,34,77,72
99,aadamou2q@example.com,10,10,2020,4,31,31,40,118,76
100,hfright2r@nhs.uk,20,12,2009,4,46,29,30,70,74
101,rskirvane2s@netscape.com,5,10,2012,4,58,30,31,108,74
102,lpetranek2t@g.co,12,12,2009,4,53,30,35,128,74
103,ctruwert2u@g.co,28,12,2001,4,58,30,39,130,72
104,anason2v@army.mil,21,11,2003,4,30,29,38,62,76
105,lwhitebrook2w@npr.org,28,10,2005,4,37,29,38,93,72
106,arosenstiel2x@storify.com,30,11,2016,4,60,32,32,130,75
107,agagie2y@godaddy.com,29,12,2012,4,32,31,38,105,75
108,dmathevon2z@economist.com,8,11,2016,4,58,30,37,101,76
109,akimmons30@patch.com,2,12,2000,4,50,29,40,128,76
110,rchiplen31@acquirethisname.com,26,11,2013,4,36,32,34,71,74
111,mpoleykett32@marriott.com,20,11,2016,4,57,29,32,61,73
112,sharding33@1und1.de,5,12,2016,4,31,30,39,68,72
113,rcarnson34@seattletimes.com,23,10,2007,4,58,28,38,97,73
114,wscane35@mozilla.com,10,10,2004,4,30,32,32,78,75
115,gbirts36@edublogs.org,21,11,2016,4,53,29,34,89,75
116,irowatt37@wsj.com,20,11,2005,4,58,29,30,77,75
117,acouronne38@narod.ru,17,11,2014,4,57,28,37,67,76
118,gwands39@senate.gov,20,10,2011,4,27,29,39,122,76
119,abowart3a@state.gov,11,10,2020,4,47,28,36,85,72
120,kbaselio3b@cam.ac.uk,30,12,2005,4,59,28,36,127,73
121,mdugan3c@cdbaby.com,1,10,2003,4,42,32,38,130,72
122,ccuardall3d@hao123.com,3,11,2014,4,25,29,33,125,76
123,hshitliff3e@multiply.com,14,10,2008,4,38,29,39,84,73
124,fberston3f@rakuten.co.jp,28,11,2012,4,43,28,38,87,72
125,acampkin3g@bbb.org,28,12,2018,4,55,31,33,63,72
126,paddenbrooke3h@desdev.cn,12,11,2014,4,59,29,36,77,73
127,bhighway3i@amazon.co.uk,12,12,2014,4,25,29,40,106,72
128,mspeariett3j@redcross.org,30,11,2002,4,27,29,35,87,73
129,nreece3k@shutterfly.com,20,10,2006,4,25,32,35,111,72
130,mrichemont3l@usgs.gov,10,12,2002,4,33,29,31,76,74
131,wilchenko3m@slashdot.org,25,12,2010,4,25,31,33,110,76
132,tswaile3n@w3.org,4,11,2010,4,58,28,34,116,75
133,bheinlein3o@google.cn,25,11,2005,4,53,32,36,104,73
134,gkluss3p@springer.com,12,10,2002,4,32,32,30,61,74
135,wgayther3q@sfgate.com,30,12,2018,4,35,30,40,118,76
136,rbrucker3r@histats.com,21,12,2019,4,37,28,32,97,72
137,emonkman3s@virginia.edu,23,11,2009,4,39,29,34,101,72
138,breade3t@mysql.com,5,12,2018,4,57,28,39,108,72
139,blieb3u@nature.com,15,10,2002,4,58,32,38,108,72
140,chuman3v@flavors.me,24,11,2000,4,31,30,37,68,73
141,mgueinn3w@bloglines.com,23,11,2007,4,29,31,31,74,74
142,cackery3x@booking.com,5,11,2001,4,51,32,38,77,73
143,awalling3y@last.fm,12,11,2014,4,57,31,37,123,72
144,koronan3z@privacy.gov.au,6,12,2000,4,52,31,37,71,74
145,lthreadgall40@wikimedia.org,23,12,2001,4,53,32,36,83,76
146,hadelberg41@boston.com,3,12,2019,4,60,31,36,110,73
147,tminshull42@gizmodo.com,9,12,2010,4,45,30,34,123,73
148,flestrange43@blogtalkradio.com,8,11,2013,4,31,32,40,77,73
149,mdominik44@constantcontact.com,21,11,2005,4,26,31,32,71,76
150,jsimons45@springer.com,3,11,2016,4,33,31,30,129,75
151,kmougel46@columbia.edu,25,10,2015,4,54,32,38,66,73
152,cpingston47@baidu.com,25,12,2013,4,59,32,40,93,72
153,bdeviney48@google.com.au,30,10,2011,4,29,29,36,120,76
154,emcmenamy49@histats.com,28,11,2011,4,52,30,31,107,72
155,gfries4a@163.com,1,11,2012,4,48,30,36,62,75
156,rscotchmore4b@i2i.jp,8,10,2013,4,46,32,34,73,74
157,gchristiensen4c@umn.edu,24,12,2014,4,34,32,37,87,74
158,mworner4d@netlog.com,28,10,2013,4,43,30,39,96,76
159,wmager4e@last.fm,11,10,2020,4,27,31,31,113,74
160,acaselick4f@altervista.org,25,10,2013,4,45,30,32,125,74
161,fmccafferky4g@ucoz.ru,28,10,2001,4,55,31,31,106,74
162,ncarnegie4h@sbwire.com,19,12,2008,4,45,29,34,74,73
163,rhaywood4i@whitehouse.gov,19,11,2001,4,49,31,38,128,72
164,bloudwell4j@google.de,24,11,2014,4,53,28,40,101,73
165,lblackster4k@howstuffworks.com,16,10,2004,4,59,29,34,96,74
166,crobion4l@biglobe.ne.jp,30,12,2011,4,59,29,34,91,76
167,kschubuser4m@cpanel.net,21,11,2002,4,43,28,30,84,76
168,cqualtrough4n@live.com,21,10,2008,4,43,30,30,82,76
169,dflude4o@youku.com,18,12,2005,4,47,31,32,69,74
170,shanlin4p@surveymonkey.com,30,11,2016,4,56,28,32,124,76
171,jjuggings4q@bandcamp.com,10,11,2010,4,27,32,40,87,73
172,twellard4r@java.com,30,12,2013,4,50,30,30,109,75
173,celford4s@naver.com,2,11,2008,4,39,30,32,123,75
174,kscougal4t@cmu.edu,6,10,2018,4,58,29,32,127,74
175,jdebanke4u@wordpress.org,13,10,2009,4,32,30,38,109,73
176,lstockhill4v@fema.gov,1,10,2016,4,45,29,30,127,76
177,pprivost4w@hatena.ne.jp,17,10,2016,4,43,32,31,82,76
178,dhorry4x@si.edu,17,12,2012,4,47,32,33,130,73
179,ladnam4y@ucoz.ru,3,11,2004,4,55,31,33,87,73
180,cmilnthorpe4z@constantcontact.com,6,10,2007,4,27,31,30,116,75
181,vsharphurst50@wordpress.com,15,12,2004,4,34,30,30,70,72
182,sdeboick51@squidoo.com,5,11,2004,4,32,29,38,91,73
183,lspeakman52@nytimes.com,17,11,2007,4,42,28,32,84,75
184,seyckel53@cbslocal.com,16,10,2013,4,26,28,33,92,75
185,cyon54@statcounter.com,11,10,2013,4,28,31,38,69,72
186,lcolloff55@elpais.com,10,10,2014,4,54,30,37,127,72
187,kmackinnon56@rakuten.co.jp,8,12,2009,4,31,30,38,122,72
188,mdecreuze57@fotki.com,9,12,2006,4,40,32,32,74,76
189,hsumshon58@google.com.au,23,12,2003,4,29,31,32,100,72
190,dmungane59@umich.edu,2,12,2008,4,26,28,33,74,75
191,atunaclift5a@howstuffworks.com,1,11,2011,4,28,29,30,126,74
192,dgateley5b@woothemes.com,5,10,2011,4,46,32,37,84,73
193,mbranno5c@eepurl.com,6,11,2009,4,25,28,30,89,76
194,sdeathridge5d@nydailynews.com,11,12,2014,4,56,31,30,117,74
195,bfauguel5e@redcross.org,25,10,2020,4,54,29,31,128,73
196,lgeorgot5f@europa.eu,30,12,2006,4,39,28,30,74,74
197,thachette5g@berkeley.edu,30,10,2010,4,57,30,30,67,74
198,vjeenes5h@google.de,9,10,2017,4,53,31,31,99,74
199,croseburgh5i@biglobe.ne.jp,26,10,2017,4,52,30,32,83,75
200,sgeffcock5j@discuz.net,30,10,2010,4,54,31,34,85,76
201,mtarpey5k@cnet.com,15,12,2007,4,39,29,31,118,72
202,cbannerman5l@4shared.com,24,12,2016,4,46,32,39,74,72
203,gbilofsky5m@netlog.com,6,11,2007,4,30,32,34,89,73
204,pcarneck5n@flavors.me,12,10,2011,4,30,28,33,123,72
205,pmcgeagh5o@rambler.ru,17,12,2001,4,47,29,37,66,75
206,gkrabbe5p@amazon.co.uk,10,10,2002,4,28,29,34,94,76
207,iaitchison5q@bloglovin.com,17,10,2011,4,40,31,36,78,76
208,ltasker5r@bloglovin.com,24,12,2009,4,59,28,35,121,76
209,lklimontovich5s@bizjournals.com,9,11,2005,4,40,28,34,130,72
210,pfawdery5t@studiopress.com,17,11,2019,4,50,30,35,122,76
211,fcooley5u@wordpress.org,6,11,2002,4,30,29,34,75,73
212,lsore5v@360.cn,24,11,2002,4,60,31,30,107,73
213,lainsley5w@examiner.com,16,10,2003,4,56,29,35,113,73
214,lgerrard5x@wsj.com,5,11,2009,4,35,30,35,100,73
215,bskegg5y@disqus.com,4,12,2011,4,34,32,40,99,75
216,rmerrydew5z@about.me,24,12,2012,4,55,32,36,88,74
217,tjosskovitz60@hao123.com,21,10,2001,4,55,31,35,124,72
218,astolberger61@icq.com,2,10,2015,4,25,29,34,71,73
219,bmerriman62@linkedin.com,8,12,2010,4,32,30,36,116,75
220,qmccolgan63@redcross.org,6,12,2010,4,38,28,30,63,72
221,ngiacobini64@naver.com,19,11,2008,4,26,30,39,66,72
222,fmckeag65@furl.net,13,11,2001,4,27,31,31,74,76
223,srobardet66@auda.org.au,4,10,2016,4,32,30,31,68,75
224,dmcsweeney67@jugem.jp,26,10,2015,4,41,32,39,75,72
225,kbleacher68@about.com,26,10,2016,4,56,32,39,102,74
226,jfrend69@amazon.de,13,12,2003,4,31,28,39,65,75
227,krickaby6a@google.nl,23,12,2018,4,40,30,37,127,75
228,mflowers6b@51.la,27,12,2002,4,52,30,38,92,73
229,ngilli6c@skyrock.com,15,12,2009,4,53,31,32,112,75
230,ddimitrescu6d@jimdo.com,20,12,2013,4,37,30,32,129,72
231,civannikov6e@gravatar.com,27,11,2003,4,27,31,35,119,76
232,swiggin6f@google.pl,26,11,2003,4,46,31,31,103,72
233,lcriple6g@ed.gov,10,10,2014,4,35,28,33,123,76
234,acozby6h@craigslist.org,25,11,2006,4,58,31,36,108,73
235,fhaselden6i@scribd.com,13,11,2005,4,46,30,40,112,73
236,dcreelman6j@studiopress.com,22,12,2008,4,25,32,38,118,72
237,pgunnell6k@purevolume.com,22,12,2002,4,45,29,36,76,73
238,squeste6l@ucoz.ru,3,10,2000,4,42,28,35,119,75
239,vborley6m@blog.com,23,11,2000,4,40,30,37,125,74
240,eharcourt6n@blog.com,16,11,2008,4,52,32,36,85,74
241,deskriett6o@boston.com,1,11,2015,4,53,30,38,60,76
242,caddison6p@diigo.com,7,11,2010,4,40,31,40,109,73
243,mdury6q@abc.net.au,23,10,2015,4,40,30,40,70,76
244,iwatkiss6r@deliciousdays.com,11,11,2016,4,59,32,36,70,75
245,mbroke6s@mozilla.org,14,10,2015,4,43,32,34,66,74
246,brottenbury6t@booking.com,27,10,2013,4,44,32,39,103,75
247,etitmuss6u@intel.com,3,10,2016,4,40,29,38,83,75
248,wsmith6v@reference.com,9,11,2009,4,31,30,37,119,72
249,beiler6w@whitehouse.gov,15,11,2000,4,47,31,40,121,76
250,cwastie6x@mapquest.com,4,12,2009,4,57,29,33,63,72
251,ebranchet6y@usgs.gov,25,11,2018,4,32,31,33,75,75
252,kantonias6z@jalbum.net,1,11,2008,4,31,29,39,64,74
253,mshortcliffe70@zimbio.com,12,11,2014,4,59,30,32,120,76
254,asieghart71@github.io,4,10,2014,4,52,29,31,119,72
255,estidworthy72@myspace.com,3,11,2008,4,45,29,35,67,73
256,kdelatremoille73@reference.com,4,11,2012,4,49,32,33,72,73
257,urampley74@europa.eu,7,10,2017,4,29,28,35,125,76
258,jmaffetti75@nbcnews.com,10,10,2001,4,42,30,32,73,74
259,louldcott76@networksolutions.com,14,12,2005,4,46,30,38,124,72
260,smayor77@buzzfeed.com,16,12,2015,4,34,30,30,100,76
261,rechallie78@indiegogo.com,11,12,2006,4,34,30,30,129,76
262,snorthover79@1und1.de,3,10,2009,4,44,30,36,91,75
263,dgutteridge7a@ucsd.edu,28,12,2017,4,40,32,39,109,75
264,imckeveney7b@statcounter.com,5,10,2020,4,30,29,37,113,76
265,gschrader7c@arstechnica.com,22,12,2007,4,41,30,33,70,74
266,grobichon7d@domainmarket.com,6,12,2015,4,30,30,31,84,74
267,fpoulston7e@ibm.com,17,12,2016,4,34,28,36,121,73
268,rwinterbottom7f@telegraph.co.uk,8,11,2011,4,28,28,40,75,74
269,abickersteth7g@ow.ly,17,12,2008,4,44,30,31,100,74
270,kcowpertwait7h@ebay.com,21,11,2011,4,38,32,37,103,74
271,mdacth7i@squidoo.com,5,11,2009,4,25,30,40,114,76
272,jdefries7j@bluehost.com,3,10,2015,4,50,32,37,84,72
273,rolufsen7k@nationalgeographic.com,27,11,2003,4,36,29,38,71,75
274,cbattill7l@wikispaces.com,6,12,2011,4,47,32,33,99,75
275,mharriss7m@washington.edu,25,10,2014,4,56,29,40,119,72
276,arowen7n@scribd.com,13,12,2012,4,45,28,38,79,75
277,ijillins7o@hud.gov,28,11,2019,4,27,29,35,62,74
278,cloving7p@taobao.com,21,10,2000,4,39,31,38,80,73
279,astredder7q@thetimes.co.uk,25,10,2008,4,31,29,36,119,74
280,mpoole7r@ibm.com,16,12,2020,4,50,31,36,112,76
281,troy7s@ox.ac.uk,16,10,2016,4,25,32,38,129,74
282,cbeidebeke7t@hud.gov,15,12,2014,4,44,28,40,128,76
283,slyptratt7u@auda.org.au,5,11,2018,4,37,29,39,69,74
284,hposselow7v@blogs.com,13,11,2005,4,54,31,30,125,73
285,kbickerstaff7w@whitehouse.gov,18,11,2007,4,31,29,39,123,73
286,aharpham7x@yolasite.com,30,11,2002,4,49,28,30,86,74
287,tattfield7y@shutterfly.com,24,12,2004,4,30,32,31,78,75
288,mreid7z@ustream.tv,27,11,2000,4,44,30,31,116,75
289,nmacmeanma80@example.com,21,12,2003,4,59,31,37,63,74
290,dhartus81@friendfeed.com,12,12,2007,4,48,32,39,64,75
291,ngladdis82@japanpost.jp,26,12,2018,4,55,31,30,73,76
292,jsalway83@nature.com,16,12,2020,4,41,31,36,106,75
293,eolerenshaw84@hugedomains.com,12,12,2011,4,38,32,35,85,73
294,bschermick85@mayoclinic.com,27,11,2010,4,49,28,30,79,76
295,gbarley86@google.co.uk,24,11,2017,4,34,32,38,128,72
296,agrigorey87@europa.eu,28,10,2014,4,29,28,37,82,75
297,egaliford88@eventbrite.com,1,10,2016,4,41,30,30,96,72
298,bnussii89@mit.edu,10,10,2020,4,37,31,31,101,75
299,sidill8a@gizmodo.com,1,10,2020,4,28,30,39,120,73
300,ssockell8b@google.nl,29,12,2015,4,29,32,30,75,72
301,amaccrie8c@jimdo.com,8,12,2007,4,46,28,37,121,76
302,ccroson8d@gravatar.com,23,12,2002,4,56,32,34,60,73
303,tstpaul8e@devhub.com,17,11,2020,4,47,31,39,118,76
304,kgregorio8f@ucoz.ru,21,12,2013,4,34,29,31,112,74
305,dpickthorn8g@pagesperso-orange.fr,8,10,2008,4,36,28,34,65,72
306,ssilvers8h@google.com.br,30,12,2002,4,42,32,36,74,74
307,ajouning8i@netscape.com,23,10,2016,4,53,29,37,94,76
308,gelmes8j@thetimes.co.uk,27,10,2008,4,53,28,38,86,73
309,tswyersexey8k@google.ca,21,11,2004,4,26,30,33,120,74
310,jlittleover8l@hp.com,28,10,2008,4,28,28,32,81,72
311,asugars8m@unesco.org,2,11,2009,4,52,28,30,130,75
312,iashness8n@adobe.com,10,12,2009,4,47,30,31,68,76
313,kseally8o@whitehouse.gov,20,12,2004,4,35,31,33,123,72
314,scornforth8p@163.com,13,10,2016,4,26,31,32,84,75
315,aben8q@cloudflare.com,28,12,2012,4,52,28,36,62,73
316,heard8r@reference.com,30,11,2010,4,50,30,30,119,72
317,lmatyushkin8s@nps.gov,25,11,2003,4,27,30,40,81,73
318,ccrunkhorn8t@europa.eu,23,11,2008,4,38,29,32,126,72
319,arathborne8u@trellian.com,22,12,2006,4,49,31,38,98,76
320,dploughwright8v@cocolog-nifty.com,13,10,2018,4,51,30,37,114,75
321,cmckeran8w@goo.ne.jp,13,11,2012,4,36,32,38,129,74
322,cmart8x@chron.com,27,10,2001,4,59,31,35,102,73
323,sruncie8y@fc2.com,7,10,2011,4,51,30,32,109,76
324,toverland8z@istockphoto.com,12,12,2006,4,58,31,31,82,72
325,fhamilton90@webs.com,30,12,2001,4,58,28,39,122,72
326,kmozzi91@tiny.cc,7,11,2003,4,58,31,40,68,72
327,abeswick92@nih.gov,16,10,2000,4,54,28,37,105,74
328,crollett93@plala.or.jp,6,12,2009,4,46,32,38,111,75
329,wdupree94@163.com,21,10,2004,4,49,31,37,97,75
330,bvlasyev95@google.com,2,11,2012,4,56,30,40,120,73
331,mdrinkale96@goodreads.com,6,12,2010,4,43,30,37,60,76
332,dclynman97@is.gd,25,11,2003,4,52,31,30,79,72
333,pcovert98@cocolog-nifty.com,8,11,2000,4,46,30,34,111,74
334,arudland99@jiathis.com,17,12,2017,4,48,29,38,121,75
335,rwinson9a@eepurl.com,6,12,2001,4,34,30,30,108,72
336,btulley9b@liveinternet.ru,23,10,2010,4,39,29,31,118,72
337,cburtwhistle9c@mayoclinic.com,6,10,2001,4,55,31,38,66,73
338,hwillacot9d@epa.gov,17,11,2013,4,46,31,40,125,74
339,slayne9e@wikipedia.org,16,10,2008,4,43,29,39,80,74
340,bsheers9f@nature.com,24,11,2014,4,46,30,35,69,74
341,bfeasey9g@furl.net,12,11,2011,4,29,29,40,85,74
342,cpendre9h@shinystat.com,13,11,2019,4,38,28,30,118,73
343,cworsnip9i@liveinternet.ru,16,11,2006,4,39,28,36,79,75
344,hcansdill9j@google.ca,30,10,2003,4,28,30,40,101,76
345,lalflatt9k@vimeo.com,22,12,2010,4,42,31,34,107,73
346,jmaude9l@aol.com,30,11,2014,4,49,29,33,77,76
347,bjolin9m@amazonaws.com,16,10,2003,4,30,31,34,98,76
348,kwignall9n@nyu.edu,21,10,2006,4,60,30,33,104,73
349,bhynde9o@nature.com,22,11,2008,4,30,28,37,121,75
350,kchaddock9p@over-blog.com,11,10,2001,4,42,29,37,61,75
351,oeuesden9q@fc2.com,27,10,2002,4,55,31,36,106,72
352,smeineken9r@theguardian.com,21,12,2009,4,55,28,31,85,72
353,apassfield9s@macromedia.com,23,10,2005,4,47,32,35,128,74
354,bbenoy9t@foxnews.com,12,12,2013,4,43,31,34,105,73
355,cleeves9u@economist.com,26,10,2006,4,58,29,35,60,76
356,njurasek9v@woothemes.com,17,11,2008,4,30,29,32,126,74
357,prisely9w@e-recht24.de,27,10,2000,4,58,28,31,117,76
358,icradey9x@tuttocitta.it,6,10,2016,4,52,29,33,90,75
359,ltesto9y@is.gd,26,10,2002,4,59,29,36,90,73
360,edezuani9z@people.com.cn,18,10,2010,4,33,30,35,66,76
361,abylesa0@mayoclinic.com,11,10,2006,4,50,32,30,130,74
362,ocorstorphinea1@newyorker.com,9,11,2009,4,28,29,35,123,75
363,kdyetta2@nhs.uk,15,12,2014,4,35,28,32,60,72
364,rsteelsa3@intel.com,4,12,2000,4,47,32,34,108,76
365,hjoselanda4@macromedia.com,8,11,2011,4,33,28,40,128,74
366,aranfielda5@sphinn.com,9,10,2010,4,53,28,37,123,72
367,mcatforda6@dell.com,29,12,2007,4,60,31,36,124,72
368,hcellia7@tinypic.com,23,11,2002,4,43,30,33,74,72
369,kmacgorleya8@w3.org,16,11,2015,4,42,30,33,111,76
370,hdarguea9@quantcast.com,12,10,2002,4,46,29,35,96,76
371,gstephenaa@histats.com,6,11,2000,4,52,29,34,128,75
372,wchinnab@tamu.edu,20,12,2013,4,50,32,35,90,72
373,pgennac@squarespace.com,27,10,2013,4,35,32,34,82,74
374,awittierad@walmart.com,5,11,2000,4,58,30,37,111,73
375,lmclindenae@intel.com,2,11,2012,4,34,31,32,62,74
376,dmouanaf@usnews.com,5,11,2010,4,60,30,40,127,72
377,psykesag@newsvine.com,7,11,2017,4,28,28,30,79,75
378,kcockrellah@wiley.com,24,12,2007,4,46,29,39,71,75
379,nmiskenai@japanpost.jp,23,12,2005,4,55,32,33,106,72
380,vbartolaj@japanpost.jp,16,10,2018,4,40,31,31,68,73
381,cximenezak@imdb.com,7,11,2009,4,60,30,32,103,75
382,rvestal@webmd.com,18,10,2003,4,27,29,30,109,73
383,afomichkinam@stanford.edu,15,11,2008,4,38,30,37,61,75
384,tantcliffan@cbc.ca,16,10,2002,4,43,29,38,88,76
385,gbulleyao@tinyurl.com,4,12,2001,4,37,28,32,110,72
386,kstylesap@qq.com,23,11,2017,4,49,30,40,95,75
387,tbridgeaq@uol.com.br,30,12,2001,4,53,32,30,61,75
388,fvarnear@netlog.com,1,11,2002,4,57,31,33,62,73
389,bsnellmanas@hatena.ne.jp,10,12,2006,4,54,28,34,102,75
390,zdunnawayat@vk.com,24,12,2019,4,44,31,39,60,75
391,cindgeau@simplemachines.org,5,10,2005,4,30,30,32,106,73
392,feynaudav@pcworld.com,27,10,2000,4,40,32,32,61,75
393,cgoscaraw@ebay.co.uk,23,12,2015,4,36,30,35,84,74
394,lsalterneax@ucla.edu,8,11,2016,4,60,32,35,116,75
395,eswyreay@tamu.edu,25,12,2018,4,56,30,37,75,76
396,gderhamaz@shinystat.com,17,10,2020,4,58,29,31,118,74
397,lhenriqueb0@smugmug.com,26,10,2009,4,54,31,30,116,76
398,lmcgilvrayb1@tmall.com,11,11,2007,4,30,31,40,90,74
